,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales
2619,22/12/2018,26/12/2018,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04
2620,22/12/2018,26/12/2018,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Office Supplies,Storage,Eldon Simplefile Box Office,37.32
2621,22/12/2018,26/12/2018,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Office Supplies,Labels,Avery 517,18.45
2622,03/12/2015,06/12/2015,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,Central,Office Supplies,Paper,Xerox 214,25.92
2623,22/10/2018,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968
2624,22/10/2018,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6
2625,22/10/2018,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9
2626,22/10/2018,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99
2627,13/11/2018,15/11/2018,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864
2628,13/11/2018,15/11/2018,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995
2629,13/11/2018,15/11/2018,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22
2630,10/09/2016,15/09/2016,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 1952,14.94
2631,15/05/2018,20/05/2018,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,24-Hour Round Wall Clock,39.96
2632,15/05/2018,20/05/2018,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624
2633,15/05/2018,20/05/2018,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Arco Folding Chair,220.96
2634,05/07/2016,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,Stackable Trays,4.928
2635,05/07/2016,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
2636,15/08/2016,19/08/2016,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
2637,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04
2638,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,13.128
2639,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14
2640,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24
2641,20/02/2016,25/02/2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,South,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99
2642,29/12/2017,30/12/2017,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048
2643,17/04/2017,21/04/2017,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,Motorola L804,36.792
2644,17/04/2017,21/04/2017,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624
2645,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69
2646,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81
2647,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 2000,12.96
2648,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2649,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
2650,26/09/2017,01/10/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,West,Furniture,Bookcases,Bestar Classic Bookcase,424.9575
2651,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,Avery Non-Stick Binders,10.776
2652,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
2653,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
2654,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
2655,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
2656,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
2657,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Labels,Avery 514,14.4
2658,16/08/2017,20/08/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2659,24/12/2016,28/12/2016,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,West,Furniture,Chairs,SAFCO Arco Folding Chair,883.84
2660,28/11/2018,02/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,Technology,Phones,Google Nexus 5,1979.89
2661,28/11/2018,02/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
2662,14/04/2018,15/04/2018,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,Central,Office Supplies,Binders,Acco 3-Hole Punch,8.76
2663,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Labels,Avery 499,3.984
2664,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62
2665,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742
2666,01/10/2017,01/10/2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512
2667,01/10/2017,01/10/2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,Office Supplies,Paper,Easy-staple paper,28.352
2668,25/08/2016,30/08/2016,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784
2669,25/08/2016,30/08/2016,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96
2670,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Paper,Xerox 1913,166.44
2671,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88
2672,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Paper,Advantus Motivational Note Cards,26.2
2673,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
2674,03/12/2018,03/12/2018,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1888,166.44
2675,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,South,Office Supplies,Art,Pencil and Crayon Sharpener,8.76
2676,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584
2677,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
2678,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164
2679,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Binders,Avery Durable Binders,14.4
2680,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
2681,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52
2682,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973
2683,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
2684,29/06/2018,06/07/2018,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,312.552
2685,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952
2686,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204
2687,04/08/2017,05/08/2017,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,Central,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98
2688,12/11/2016,14/11/2016,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7
2689,30/06/2015,02/07/2015,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248
2690,04/12/2018,08/12/2018,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Storex Dura Pro Binders,5.346
2691,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48
2692,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,West,Technology,Phones,AT&T 17929 Lendline Telephone,108.576
2693,22/01/2017,28/01/2017,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9
2694,15/10/2015,20/10/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384
2695,07/02/2017,09/02/2017,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Paper,Xerox 1912,30.352
2696,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3
2697,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
2698,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Paper,Xerox 195,21.376
2699,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
2700,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768
2701,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Fasteners,Staples,18.936
2702,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352
2703,24/05/2015,30/05/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,East,Office Supplies,Paper,Xerox 1944,116.28
2704,11/07/2018,13/07/2018,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6
2705,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68
2706,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,West,Office Supplies,Paper,Xerox 215,19.44
2707,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,West,Office Supplies,Paper,Xerox 1885,192.16
2708,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Computer Room Manger, 14""",227.36
2709,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,West,Technology,Machines,Bady BDG101FRU Card Printer,1919.976
2710,11/12/2016,15/12/2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,South,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828
2711,09/10/2018,11/10/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,East,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888
2712,29/07/2018,01/08/2018,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12
2713,25/04/2015,29/04/2015,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,South,Technology,Phones,AT&T CL2909,302.376
2714,01/12/2016,06/12/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,Prang Drawing Pencil Set,13.9
2715,04/12/2015,08/12/2015,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,East,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
2716,26/08/2018,01/09/2018,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
2717,07/09/2015,13/09/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,East,Technology,Phones,AT&T EL51110 DECT,377.97
2718,21/12/2018,27/12/2018,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36
2719,06/12/2015,08/12/2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
2720,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,South,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376
2721,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24
2722,14/04/2017,19/04/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,South,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2
2723,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,West,Office Supplies,Labels,Avery 512,14.45
2724,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648
2725,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97
2726,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,Bevis Rectangular Conference Tables,350.352
2727,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,East,Office Supplies,Binders,Angle-D Ring Binders,1.641
2728,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,East,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
2729,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,Newell 311,6.63
2730,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
2731,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53
2732,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,East,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
2733,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
2734,21/02/2016,23/02/2016,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,West,Office Supplies,Paper,Easy-staple paper,49.12
2735,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Technology,Phones,BlackBerry Q10,377.97
2736,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28
2737,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Furniture,Bookcases,Bestar Classic Bookcase,299.97
2738,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
2739,16/04/2018,18/04/2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,South,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24
2740,16/04/2018,18/04/2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,South,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98
2741,25/02/2017,27/02/2017,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,East,Office Supplies,Envelopes,Staple envelope,46.72
2742,04/11/2015,08/11/2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
2743,20/06/2016,25/06/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
2744,20/06/2016,25/06/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976
2745,07/08/2018,11/08/2018,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992
2746,12/05/2015,17/05/2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056
2747,22/11/2016,26/11/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,Central,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168
2748,04/12/2016,08/12/2016,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,South,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226
2749,08/06/2015,14/06/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
2750,08/08/2015,11/08/2015,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
2751,26/05/2015,30/05/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Hon Olson Stacker Stools,225.296
2752,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Prang Drawing Pencil Set,5.56
2753,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37
2754,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96
2755,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65
2756,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1903,11.96
2757,11/06/2017,13/06/2017,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97
2758,11/03/2017,15/03/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92
2759,11/03/2017,15/03/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,South,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32
2760,26/05/2015,29/05/2015,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4
2761,12/10/2018,14/10/2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,West,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99
2762,12/10/2018,14/10/2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,Canvas Sectional Post Binders,101.84
2763,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332
2764,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155
2765,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
2766,15/01/2018,18/01/2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384
2767,15/01/2018,18/01/2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
2768,02/04/2016,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192
2769,02/04/2016,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12
