Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Product Brand,Product Name,Shipping Time
5882,"CA-2017-133935",2017-09-18 00:00:00.000,2017-09-22 00:00:00.000,"Standard Class","JW-15220","Jane Waco","Corporate","United States","San Diego","California","92105","West","OFF-PA-10000100","Office Supplies","Paper",368.91,"Xerox","Xerox",4
5889,"CA-2016-147879",2016-05-07 00:00:00.000,2016-05-12 00:00:00.000,"Standard Class","CC-12220","Chris Cortes","Consumer","United States","Owensboro","Kentucky","42301","South","OFF-PA-10001952","Office Supplies","Paper",45.68,"Xerox","Xerox",5
5891,"CA-2017-146157",2017-11-21 00:00:00.000,2017-11-26 00:00:00.000,"Standard Class","RD-19720","Roger Demir","Consumer","United States","Chicago","Illinois","60610","Central","OFF-PA-10001790","Office Supplies","Paper",38.432,"Xerox","Xerox",5
5903,"US-2018-153948",2018-11-06 00:00:00.000,2018-11-06 00:00:00.000,"Same Day","FM-14290","Frank Merwin","Home Office","United States","San Francisco","California","94122","West","OFF-PA-10000157","Office Supplies","Paper",59.94,"Xerox","Xerox",0
5931,"US-2018-169551",2018-07-07 00:00:00.000,2018-07-09 00:00:00.000,"First Class","RL-19615","Rob Lucas","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-PA-10004100","Office Supplies","Paper",15.552,"Xerox","Xerox",2
5946,"CA-2015-104178",2015-08-25 00:00:00.000,2015-08-29 00:00:00.000,"Standard Class","JM-15265","Janet Molinari","Corporate","United States","Los Angeles","California","90036","West","OFF-PA-10004983","Office Supplies","Paper",25.92,"Xerox","Xerox",4
5953,"US-2018-141698",2018-04-15 00:00:00.000,2018-04-21 00:00:00.000,"Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Houston","Texas","77041","Central","OFF-PA-10001826","Office Supplies","Paper",20.736,"Xerox","Xerox",6
5964,"CA-2015-140732",2015-11-11 00:00:00.000,2015-11-13 00:00:00.000,"Second Class","MA-17560","Matt Abelman","Home Office","United States","Los Angeles","California","90004","West","OFF-PA-10003625","Office Supplies","Paper",123.92,"Xerox","Xerox",2
5968,"CA-2017-166912",2017-01-15 00:00:00.000,2017-01-17 00:00:00.000,"First Class","BE-11335","Bill Eplett","Home Office","United States","New York City","New York","10009","East","OFF-PA-10001033","Office Supplies","Paper",81.98,"Xerox","Xerox",2
5969,"CA-2015-141726",2015-07-20 00:00:00.000,2015-07-22 00:00:00.000,"First Class","CC-12145","Charles Crestani","Consumer","United States","San Diego","California","92105","West","OFF-PA-10000418","Office Supplies","Paper",104.85,"Xerox","Xerox",2
5971,"CA-2015-141726",2015-07-20 00:00:00.000,2015-07-22 00:00:00.000,"First Class","CC-12145","Charles Crestani","Consumer","United States","San Diego","California","92105","West","OFF-PA-10002230","Office Supplies","Paper",19.92,"Xerox","Xerox",2
5983,"CA-2017-114895",2017-11-21 00:00:00.000,2017-11-28 00:00:00.000,"Standard Class","MV-18190","Mike Vittorini","Consumer","United States","New York City","New York","10035","East","OFF-PA-10000232","Office Supplies","Paper",12.96,"Xerox","Xerox",7
5984,"CA-2018-112984",2018-09-16 00:00:00.000,2018-09-18 00:00:00.000,"Second Class","EH-14185","Evan Henry","Consumer","United States","Philadelphia","Pennsylvania","19143","East","OFF-PA-10003657","Office Supplies","Paper",20.544,"Xerox","Xerox",2
5988,"CA-2017-163776",2017-07-19 00:00:00.000,2017-07-25 00:00:00.000,"Standard Class","JS-16030","Joy Smith","Consumer","United States","Hattiesburg","Mississippi","39401","South","OFF-PA-10001033","Office Supplies","Paper",245.94,"Xerox","Xerox",6
6000,"US-2015-112991",2015-12-10 00:00:00.000,2015-12-14 00:00:00.000,"Standard Class","SH-19975","Sally Hughsby","Corporate","United States","Caldwell","Idaho","83605","West","OFF-PA-10000019","Office Supplies","Paper",25.92,"Xerox","Xerox",4
6009,"CA-2016-135580",2016-12-30 00:00:00.000,2017-01-03 00:00:00.000,"Standard Class","CL-12565","Clay Ludtke","Consumer","United States","Los Angeles","California","90049","West","OFF-PA-10000595","Office Supplies","Paper",68.52,"Xerox","Xerox",4
6018,"CA-2015-102652",2015-04-06 00:00:00.000,2015-04-12 00:00:00.000,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California","90049","West","OFF-PA-10003309","Office Supplies","Paper",19.44,"Xerox","Xerox",6
6019,"CA-2015-102652",2015-04-06 00:00:00.000,2015-04-12 00:00:00.000,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California","90049","West","OFF-PA-10001977","Office Supplies","Paper",55.48,"Xerox","Xerox",6
6026,"CA-2018-139717",2018-08-24 00:00:00.000,2018-08-26 00:00:00.000,"Second Class","DM-13015","Darrin Martin","Consumer","United States","Lancaster","Ohio","43130","East","OFF-PA-10002195","Office Supplies","Paper",10.368,"Xerox","Xerox",2
6045,"CA-2018-145702",2018-05-19 00:00:00.000,2018-05-24 00:00:00.000,"Second Class","AH-10075","Adam Hart","Corporate","United States","Knoxville","Tennessee","37918","South","OFF-PA-10001526","Office Supplies","Paper",27.888,"Xerox","Xerox",5
6050,"CA-2017-152765",2017-06-15 00:00:00.000,2017-06-18 00:00:00.000,"First Class","LS-17245","Lynn Smith","Consumer","United States","Houston","Texas","77036","Central","OFF-PA-10000483","Office Supplies","Paper",173.488,"Xerox","Xerox",3
6053,"CA-2017-124016",2017-09-23 00:00:00.000,2017-09-26 00:00:00.000,"Second Class","JS-15940","Joni Sundaresam","Home Office","United States","Lancaster","Ohio","43130","East","OFF-PA-10002586","Office Supplies","Paper",11.952,"Xerox","Xerox",3
6089,"CA-2016-137281",2016-06-13 00:00:00.000,2016-06-17 00:00:00.000,"Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Roswell","Georgia","30076","South","OFF-PA-10001870","Office Supplies","Paper",6.48,"Xerox","Xerox",4
6126,"CA-2018-145772",2018-06-03 00:00:00.000,2018-06-07 00:00:00.000,"Standard Class","SS-20140","Saphhira Shifley","Corporate","United States","Los Angeles","California","90036","West","OFF-PA-10001593","Office Supplies","Paper",11.96,"Xerox","Xerox",4
6133,"CA-2018-145737",2018-09-15 00:00:00.000,2018-09-20 00:00:00.000,"Standard Class","AB-10165","Alan Barnes","Consumer","United States","Lebanon","Tennessee","37087","South","OFF-PA-10001033","Office Supplies","Paper",163.96,"Xerox","Xerox",5
6138,"US-2017-142251",2017-10-31 00:00:00.000,2017-11-04 00:00:00.000,"Second Class","FO-14305","Frank Olsen","Consumer","United States","Hollywood","Florida","33021","South","OFF-PA-10002986","Office Supplies","Paper",32.064,"Xerox","Xerox",4
6141,"CA-2018-121083",2018-07-09 00:00:00.000,2018-07-15 00:00:00.000,"Standard Class","JF-15190","Jamie Frazer","Consumer","United States","Manchester","Connecticut","6040","East","OFF-PA-10001497","Office Supplies","Paper",274.8,"Xerox","Xerox",6
6168,"CA-2016-142433",2016-04-20 00:00:00.000,2016-04-25 00:00:00.000,"Standard Class","ES-14020","Erica Smith","Consumer","United States","Houston","Texas","77036","Central","OFF-PA-10002377","Office Supplies","Paper",117.456,"Xerox","Xerox",5
6170,"CA-2015-101266",2015-08-27 00:00:00.000,2015-08-30 00:00:00.000,"Second Class","MM-17920","Michael Moore","Consumer","United States","Springfield","Virginia","22153","South","OFF-PA-10002986","Office Supplies","Paper",13.36,"Xerox","Xerox",3
6179,"CA-2016-158421",2016-09-21 00:00:00.000,2016-09-26 00:00:00.000,"Standard Class","GB-14575","Giulietta Baptist","Consumer","United States","Columbia","South Carolina","29203","South","OFF-PA-10001801","Office Supplies","Paper",23.92,"Xerox","Xerox",5
6193,"CA-2018-104927",2018-12-22 00:00:00.000,2018-12-26 00:00:00.000,"Standard Class","AG-10330","Alex Grayson","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10000019","Office Supplies","Paper",25.92,"Xerox","Xerox",4
6195,"CA-2018-104927",2018-12-22 00:00:00.000,2018-12-26 00:00:00.000,"Standard Class","AG-10330","Alex Grayson","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10000176","Office Supplies","Paper",75.88,"Xerox","Xerox",4
6200,"CA-2016-149909",2016-11-13 00:00:00.000,2016-11-17 00:00:00.000,"Standard Class","RA-19915","Russell Applegate","Consumer","United States","Columbus","Indiana","47201","Central","OFF-PA-10001790","Office Supplies","Paper",96.08,"Xerox","Xerox",4
6233,"US-2018-142188",2018-09-11 00:00:00.000,2018-09-11 00:00:00.000,"Same Day","JF-15415","Jennifer Ferguson","Consumer","United States","Seattle","Washington","98105","West","OFF-PA-10002005","Office Supplies","Paper",19.44,"Xerox","Xerox",0
6234,"US-2018-142188",2018-09-11 00:00:00.000,2018-09-11 00:00:00.000,"Same Day","JF-15415","Jennifer Ferguson","Consumer","United States","Seattle","Washington","98105","West","OFF-PA-10004101","Office Supplies","Paper",71.28,"Xerox","Xerox",0
6253,"CA-2015-165806",2015-04-07 00:00:00.000,2015-04-07 00:00:00.000,"Same Day","VM-21685","Valerie Mitchum","Home Office","United States","Marietta","Georgia","30062","South","OFF-PA-10003441","Office Supplies","Paper",58.32,"Xerox","Xerox",0
6267,"CA-2015-146731",2015-11-03 00:00:00.000,2015-11-08 00:00:00.000,"Standard Class","AT-10735","Annie Thurman","Consumer","United States","Nashville","Tennessee","37211","South","OFF-PA-10001019","Office Supplies","Paper",143.856,"Xerox","Xerox",5
6298,"CA-2015-141313",2015-12-28 00:00:00.000,2016-01-01 00:00:00.000,"Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Beverly","Massachusetts","1915","East","OFF-PA-10003302","Office Supplies","Paper",141.76,"Xerox","Xerox",4
6304,"CA-2018-162712",2018-06-18 00:00:00.000,2018-06-20 00:00:00.000,"Second Class","NK-18490","Neil Knudson","Home Office","United States","Corpus Christi","Texas","78415","Central","OFF-PA-10000167","Office Supplies","Paper",74.352,"Xerox","Xerox",2
6305,"CA-2018-107552",2018-05-05 00:00:00.000,2018-05-05 00:00:00.000,"Same Day","AI-10855","Arianne Irving","Consumer","United States","New York City","New York","10035","East","OFF-PA-10002947","Office Supplies","Paper",6.68,"Xerox","Xerox",0
6311,"CA-2017-163328",2017-11-04 00:00:00.000,2017-11-06 00:00:00.000,"Second Class","TP-21565","Tracy Poddar","Corporate","United States","Eugene","Oregon","97405","West","OFF-PA-10000176","Office Supplies","Paper",15.176,"Xerox","Xerox",2
6317,"CA-2015-100762",2015-11-24 00:00:00.000,2015-11-29 00:00:00.000,"Standard Class","NG-18355","Nat Gilpin","Corporate","United States","Jackson","Michigan","49201","Central","OFF-PA-10001815","Office Supplies","Paper",144.12,"Xerox","Xerox",5
6321,"CA-2018-160017",2018-09-28 00:00:00.000,2018-10-02 00:00:00.000,"Standard Class","SP-20860","Sung Pak","Corporate","United States","Jacksonville","Florida","32216","South","OFF-PA-10001800","Office Supplies","Paper",10.368,"Xerox","Xerox",4
6325,"CA-2016-110289",2016-10-29 00:00:00.000,2016-11-02 00:00:00.000,"Standard Class","NB-18655","Nona Balk","Corporate","United States","San Francisco","California","94109","West","OFF-PA-10002986","Office Supplies","Paper",33.4,"Xerox","Xerox",4
6335,"CA-2015-133305",2015-07-11 00:00:00.000,2015-07-15 00:00:00.000,"Standard Class","MH-17455","Mark Hamilton","Consumer","United States","New York City","New York","10011","East","OFF-PA-10001970","Office Supplies","Paper",49.12,"Xerox","Xerox",4
6358,"CA-2018-139080",2018-01-23 00:00:00.000,2018-01-28 00:00:00.000,"Standard Class","CS-12250","Chris Selesnick","Corporate","United States","Seattle","Washington","98103","West","OFF-PA-10004621","Office Supplies","Paper",25.92,"Xerox","Xerox",5
6359,"CA-2018-139080",2018-01-23 00:00:00.000,2018-01-28 00:00:00.000,"Standard Class","CS-12250","Chris Selesnick","Corporate","United States","Seattle","Washington","98103","West","OFF-PA-10002262","Office Supplies","Paper",6.48,"Xerox","Xerox",5
6365,"CA-2018-110443",2018-11-21 00:00:00.000,2018-11-25 00:00:00.000,"Standard Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Renton","Washington","98059","West","OFF-PA-10003797","Office Supplies","Paper",51.84,"Xerox","Xerox",4
6388,"CA-2015-134103",2015-01-30 00:00:00.000,2015-02-04 00:00:00.000,"Standard Class","MV-18190","Mike Vittorini","Consumer","United States","Detroit","Michigan","48234","Central","OFF-PA-10001204","Office Supplies","Paper",10.56,"Xerox","Xerox",5
6391,"CA-2016-147529",2016-02-07 00:00:00.000,2016-02-11 00:00:00.000,"Standard Class","DK-12835","Damala Kotsonis","Corporate","United States","Springfield","Virginia","22153","South","OFF-PA-10003349","Office Supplies","Paper",12.96,"Xerox","Xerox",4
6410,"CA-2018-161774",2018-05-14 00:00:00.000,2018-05-15 00:00:00.000,"First Class","GT-14710","Greg Tran","Consumer","United States","Houston","Texas","77041","Central","OFF-PA-10000300","Office Supplies","Paper",47.952,"Xerox","Xerox",1
6412,"CA-2018-161774",2018-05-14 00:00:00.000,2018-05-15 00:00:00.000,"First Class","GT-14710","Greg Tran","Consumer","United States","Houston","Texas","77041","Central","OFF-PA-10003134","Office Supplies","Paper",76.864,"Xerox","Xerox",1
6416,"CA-2018-144750",2018-08-21 00:00:00.000,2018-08-21 00:00:00.000,"Same Day","DL-13495","Dionis Lloyd","Corporate","United States","Chandler","Arizona","85224","West","OFF-PA-10003395","Office Supplies","Paper",83.88,"Xerox","Xerox",0
6425,"CA-2018-115777",2018-08-19 00:00:00.000,2018-08-24 00:00:00.000,"Standard Class","DO-13645","Doug O'Connell","Consumer","United States","Lawrence","Massachusetts","1841","East","OFF-PA-10000552","Office Supplies","Paper",19.44,"Xerox","Xerox",5
6428,"CA-2017-143714",2017-05-23 00:00:00.000,2017-05-27 00:00:00.000,"Standard Class","CC-12370","Christopher Conant","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-PA-10000029","Office Supplies","Paper",10.368,"Xerox","Xerox",4
6479,"CA-2018-140872",2018-06-03 00:00:00.000,2018-06-10 00:00:00.000,"Standard Class","NR-18550","Nick Radford","Consumer","United States","Pembroke Pines","Florida","33024","South","OFF-PA-10000809","Office Supplies","Paper",15.552,"Xerox","Xerox",7
6486,"CA-2018-113908",2018-06-03 00:00:00.000,2018-06-09 00:00:00.000,"Standard Class","KN-16390","Katherine Nockton","Corporate","United States","New York City","New York","10011","East","OFF-PA-10004156","Office Supplies","Paper",45.36,"Xerox","Xerox",6
6489,"CA-2016-120621",2016-03-21 00:00:00.000,2016-03-26 00:00:00.000,"Standard Class","JW-16075","Julia West","Consumer","United States","Jacksonville","North Carolina","28540","South","OFF-PA-10002254","Office Supplies","Paper",295.456,"Xerox","Xerox",5
6490,"US-2018-148866",2018-09-19 00:00:00.000,2018-09-24 00:00:00.000,"Standard Class","JM-15535","Jessica Myrick","Consumer","United States","New York City","New York","10011","East","OFF-PA-10004782","Office Supplies","Paper",32.4,"Xerox","Xerox",5
6496,"CA-2018-111262",2018-10-28 00:00:00.000,2018-11-01 00:00:00.000,"Second Class","KH-16510","Keith Herrera","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10001937","Office Supplies","Paper",15.552,"Xerox","Xerox",4
6507,"US-2017-128909",2017-10-09 00:00:00.000,2017-10-11 00:00:00.000,"Second Class","SP-20545","Sibella Parks","Corporate","United States","Philadelphia","Pennsylvania","19143","East","OFF-PA-10001593","Office Supplies","Paper",19.136,"Xerox","Xerox",2
6509,"CA-2018-102197",2018-12-20 00:00:00.000,2018-12-26 00:00:00.000,"Standard Class","DK-13150","David Kendrick","Corporate","United States","New York City","New York","10009","East","OFF-PA-10001970","Office Supplies","Paper",279.9,"Xerox","Xerox",6
6511,"CA-2018-102197",2018-12-20 00:00:00.000,2018-12-26 00:00:00.000,"Standard Class","DK-13150","David Kendrick","Corporate","United States","New York City","New York","10009","East","OFF-PA-10004156","Office Supplies","Paper",34.02,"Xerox","Xerox",6
6514,"CA-2018-167640",2018-03-06 00:00:00.000,2018-03-10 00:00:00.000,"Standard Class","FC-14245","Frank Carlisle","Home Office","United States","San Francisco","California","94109","West","OFF-PA-10001033","Office Supplies","Paper",286.93,"Xerox","Xerox",4
6541,"US-2018-107888",2018-11-16 00:00:00.000,2018-11-19 00:00:00.000,"First Class","CC-12220","Chris Cortes","Consumer","United States","Seattle","Washington","98103","West","OFF-PA-10001363","Office Supplies","Paper",73.68,"Xerox","Xerox",3
6547,"US-2018-154872",2018-05-14 00:00:00.000,2018-05-18 00:00:00.000,"Standard Class","DP-13000","Darren Powers","Consumer","United States","Cleveland","Ohio","44105","East","OFF-PA-10000483","Office Supplies","Paper",24.784,"Xerox","Xerox",4
6552,"CA-2018-161578",2018-12-16 00:00:00.000,2018-12-21 00:00:00.000,"Second Class","RB-19465","Rick Bensley","Home Office","United States","Los Angeles","California","90036","West","OFF-PA-10002986","Office Supplies","Paper",13.36,"Xerox","Xerox",5
6573,"CA-2017-161543",2017-05-10 00:00:00.000,2017-05-16 00:00:00.000,"Standard Class","RD-19720","Roger Demir","Consumer","United States","Seattle","Washington","98105","West","OFF-PA-10003971","Office Supplies","Paper",11.96,"Xerox","Xerox",6
6580,"CA-2017-169887",2017-10-22 00:00:00.000,2017-10-22 00:00:00.000,"Same Day","MS-17530","MaryBeth Skach","Consumer","United States","Seattle","Washington","98105","West","OFF-PA-10003001","Office Supplies","Paper",6.68,"Xerox","Xerox",0
6597,"CA-2018-157112",2018-04-23 00:00:00.000,2018-04-26 00:00:00.000,"First Class","GG-14650","Greg Guthrie","Corporate","United States","Columbus","Ohio","43229","East","OFF-PA-10001804","Office Supplies","Paper",5.344,"Xerox","Xerox",3
6599,"CA-2015-169257",2015-06-06 00:00:00.000,2015-06-12 00:00:00.000,"Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Jacksonville","Florida","32216","South","OFF-PA-10002319","Office Supplies","Paper",62.016,"Xerox","Xerox",6
6601,"CA-2015-154095",2015-12-02 00:00:00.000,2015-12-07 00:00:00.000,"Standard Class","ON-18715","Odella Nelson","Corporate","United States","Clinton","Maryland","20735","East","OFF-PA-10002923","Office Supplies","Paper",146.82,"Xerox","Xerox",5
6606,"CA-2017-148852",2017-05-26 00:00:00.000,2017-05-31 00:00:00.000,"Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Santa Ana","California","92704","West","OFF-PA-10001293","Office Supplies","Paper",45.36,"Xerox","Xerox",5
6618,"CA-2017-123512",2017-06-17 00:00:00.000,2017-06-19 00:00:00.000,"First Class","MV-18190","Mike Vittorini","Consumer","United States","Los Angeles","California","90045","West","OFF-PA-10001497","Office Supplies","Paper",219.84,"Xerox","Xerox",2
6619,"US-2018-167402",2018-01-13 00:00:00.000,2018-01-18 00:00:00.000,"Second Class","CP-12085","Cathy Prescott","Corporate","United States","Springfield","Missouri","65807","Central","OFF-PA-10004983","Office Supplies","Paper",32.4,"Xerox","Xerox",5
6628,"CA-2015-138513",2015-05-23 00:00:00.000,2015-05-27 00:00:00.000,"Standard Class","EH-13990","Erica Hackney","Consumer","United States","Bellevue","Washington","98006","West","OFF-PA-10003177","Office Supplies","Paper",12.96,"Xerox","Xerox",4
6653,"US-2018-124779",2018-09-08 00:00:00.000,2018-09-11 00:00:00.000,"First Class","BF-11020","Barry Französisch","Corporate","United States","Arlington","Texas","76017","Central","OFF-PA-10000061","Office Supplies","Paper",20.736,"Xerox","Xerox",3
6666,"CA-2017-115483",2017-07-14 00:00:00.000,2017-07-18 00:00:00.000,"Second Class","JS-15880","John Stevenson","Consumer","United States","Irving","Texas","75061","Central","OFF-PA-10001497","Office Supplies","Paper",219.84,"Xerox","Xerox",4
6681,"CA-2018-145037",2018-09-02 00:00:00.000,2018-09-07 00:00:00.000,"Second Class","TB-21055","Ted Butterfield","Consumer","United States","Meriden","Connecticut","6450","East","OFF-PA-10000157","Office Supplies","Paper",79.92,"Xerox","Xerox",5
6682,"CA-2018-145037",2018-09-02 00:00:00.000,2018-09-07 00:00:00.000,"Second Class","TB-21055","Ted Butterfield","Consumer","United States","Meriden","Connecticut","6450","East","OFF-PA-10002499","Office Supplies","Paper",146.82,"Xerox","Xerox",5
6718,"CA-2017-134789",2017-04-08 00:00:00.000,2017-04-15 00:00:00.000,"Standard Class","CK-12325","Christine Kargatis","Home Office","United States","Hot Springs","Arkansas","71901","South","OFF-PA-10001934","Office Supplies","Paper",25.92,"Xerox","Xerox",7
6728,"CA-2018-145443",2018-08-10 00:00:00.000,2018-08-15 00:00:00.000,"Second Class","SC-20695","Steve Chapman","Corporate","United States","Richmond","Indiana","47374","Central","OFF-PA-10003302","Office Supplies","Paper",177.2,"Xerox","Xerox",5
6732,"CA-2016-156734",2016-06-18 00:00:00.000,2016-06-20 00:00:00.000,"First Class","BV-11245","Benjamin Venier","Corporate","United States","Smyrna","Tennessee","37167","South","OFF-PA-10001937","Office Supplies","Paper",20.736,"Xerox","Xerox",2
6733,"CA-2015-120096",2015-07-04 00:00:00.000,2015-07-07 00:00:00.000,"First Class","KE-16420","Katrina Edelman","Corporate","United States","Aurora","Colorado","80013","West","OFF-PA-10001977","Office Supplies","Paper",177.536,"Xerox","Xerox",3
6744,"CA-2016-156923",2016-02-16 00:00:00.000,2016-02-20 00:00:00.000,"Standard Class","SP-20860","Sung Pak","Corporate","United States","Dover","New Hampshire","3820","East","OFF-PA-10002751","Office Supplies","Paper",35.88,"Xerox","Xerox",4
6749,"CA-2018-100230",2018-12-11 00:00:00.000,2018-12-15 00:00:00.000,"Standard Class","AA-10375","Allen Armold","Consumer","United States","New York City","New York","10035","East","OFF-PA-10002245","Office Supplies","Paper",17.94,"Xerox","Xerox",4
6753,"CA-2017-154767",2017-06-28 00:00:00.000,2017-06-30 00:00:00.000,"Second Class","BP-11155","Becky Pak","Consumer","United States","Paterson","New Jersey","7501","East","OFF-PA-10003039","Office Supplies","Paper",61.96,"Xerox","Xerox",2
6775,"CA-2017-119018",2017-11-04 00:00:00.000,2017-11-08 00:00:00.000,"Standard Class","CW-11905","Carl Weiss","Home Office","United States","Los Angeles","California","90004","West","OFF-PA-10000295","Office Supplies","Paper",38.88,"Xerox","Xerox",4
6787,"CA-2018-121293",2018-07-25 00:00:00.000,2018-07-28 00:00:00.000,"Second Class","JC-15775","John Castell","Consumer","United States","Philadelphia","Pennsylvania","19143","East","OFF-PA-10004100","Office Supplies","Paper",20.736,"Xerox","Xerox",3
6789,"CA-2016-118843",2016-09-13 00:00:00.000,2016-09-20 00:00:00.000,"Standard Class","JH-15910","Jonathan Howell","Consumer","United States","Atlanta","Georgia","30318","South","OFF-PA-10001712","Office Supplies","Paper",69.93,"Xerox","Xerox",7
6849,"US-2017-163461",2017-06-18 00:00:00.000,2017-06-21 00:00:00.000,"First Class","BT-11440","Bobby Trafton","Consumer","United States","Frankfort","Illinois","60423","Central","OFF-PA-10003134","Office Supplies","Paper",76.864,"Xerox","Xerox",3
6864,"CA-2018-138618",2018-12-01 00:00:00.000,2018-12-08 00:00:00.000,"Standard Class","MY-17380","Maribeth Yedwab","Corporate","United States","San Antonio","Texas","78207","Central","OFF-PA-10000520","Office Supplies","Paper",10.368,"Xerox","Xerox",7
6870,"US-2017-126452",2017-08-21 00:00:00.000,2017-08-28 00:00:00.000,"Standard Class","SC-20230","Scot Coram","Corporate","United States","Los Angeles","California","90004","West","OFF-PA-10003848","Office Supplies","Paper",12.96,"Xerox","Xerox",7
6871,"US-2017-126452",2017-08-21 00:00:00.000,2017-08-28 00:00:00.000,"Standard Class","SC-20230","Scot Coram","Corporate","United States","Los Angeles","California","90004","West","OFF-PA-10002606","Office Supplies","Paper",47.52,"Xerox","Xerox",7
6873,"CA-2016-162544",2016-12-16 00:00:00.000,2016-12-19 00:00:00.000,"First Class","SG-20080","Sandra Glassco","Consumer","United States","Seattle","Washington","98105","West","OFF-PA-10004948","Office Supplies","Paper",4.98,"Xerox","Xerox",3
6879,"US-2016-123918",2016-10-15 00:00:00.000,2016-10-15 00:00:00.000,"Same Day","CG-12520","Claire Gute","Consumer","United States","Dallas","Texas","75217","Central","OFF-PA-10003001","Office Supplies","Paper",5.344,"Xerox","Xerox",0
6881,"CA-2016-137113",2016-12-01 00:00:00.000,2016-12-05 00:00:00.000,"Second Class","TW-21025","Tamara Willingham","Home Office","United States","Seattle","Washington","98105","West","OFF-PA-10004255","Office Supplies","Paper",32.4,"Xerox","Xerox",4
6893,"CA-2018-164756",2018-09-18 00:00:00.000,2018-09-22 00:00:00.000,"Standard Class","SS-20140","Saphhira Shifley","Corporate","United States","Columbus","Georgia","31907","South","OFF-PA-10003848","Office Supplies","Paper",25.92,"Xerox","Xerox",4
6897,"CA-2018-164756",2018-09-18 00:00:00.000,2018-09-22 00:00:00.000,"Standard Class","SS-20140","Saphhira Shifley","Corporate","United States","Columbus","Georgia","31907","South","OFF-PA-10003228","Office Supplies","Paper",244.55,"Xerox","Xerox",4
6931,"CA-2017-140382",2017-06-23 00:00:00.000,2017-06-25 00:00:00.000,"Second Class","RD-19900","Ruben Dartt","Consumer","United States","San Francisco","California","94109","West","OFF-PA-10001019","Office Supplies","Paper",19.98,"Xerox","Xerox",2
6938,"CA-2015-126963",2015-06-15 00:00:00.000,2015-06-15 00:00:00.000,"Same Day","PS-18760","Pamela Stobb","Consumer","United States","El Paso","Texas","79907","Central","OFF-PA-10001952","Office Supplies","Paper",36.544,"Xerox","Xerox",0
6943,"CA-2018-107132",2018-06-26 00:00:00.000,2018-06-30 00:00:00.000,"Standard Class","SC-20260","Scott Cohen","Corporate","United States","New York City","New York","10009","East","OFF-PA-10003790","Office Supplies","Paper",68.52,"Xerox","Xerox",4
6960,"CA-2016-167255",2016-09-27 00:00:00.000,2016-09-29 00:00:00.000,"Second Class","RH-19510","Rick Huthwaite","Home Office","United States","San Francisco","California","94110","West","OFF-PA-10002377","Office Supplies","Paper",146.82,"Xerox","Xerox",2
6961,"CA-2016-167255",2016-09-27 00:00:00.000,2016-09-29 00:00:00.000,"Second Class","RH-19510","Rick Huthwaite","Home Office","United States","San Francisco","California","94110","West","OFF-PA-10003441","Office Supplies","Paper",12.96,"Xerox","Xerox",2
6980,"CA-2018-149076",2018-01-14 00:00:00.000,2018-01-19 00:00:00.000,"Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Los Angeles","California","90036","West","OFF-PA-10000483","Office Supplies","Paper",154.9,"Xerox","Xerox",5
6998,"CA-2018-117443",2018-12-23 00:00:00.000,2018-12-25 00:00:00.000,"Second Class","JB-15400","Jennifer Braxton","Corporate","United States","Rockford","Illinois","61107","Central","OFF-PA-10004475","Office Supplies","Paper",175.872,"Xerox","Xerox",2
6999,"US-2017-134369",2017-09-16 00:00:00.000,2017-09-22 00:00:00.000,"Standard Class","BC-11125","Becky Castell","Home Office","United States","Laguna Niguel","California","92677","West","OFF-PA-10002195","Office Supplies","Paper",12.96,"Xerox","Xerox",6
7005,"CA-2015-126333",2015-12-23 00:00:00.000,2015-12-28 00:00:00.000,"Standard Class","ME-18010","Michelle Ellison","Corporate","United States","Port Arthur","Texas","77642","Central","OFF-PA-10000223","Office Supplies","Paper",5.184,"Xerox","Xerox",5
7018,"CA-2015-114790",2015-03-11 00:00:00.000,2015-03-13 00:00:00.000,"Second Class","FM-14215","Filia McAdams","Corporate","United States","Richmond","Kentucky","40475","South","OFF-PA-10000213","Office Supplies","Paper",14.94,"Xerox","Xerox",2
7020,"CA-2015-124737",2015-08-23 00:00:00.000,2015-08-27 00:00:00.000,"Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Denver","Colorado","80219","West","OFF-PA-10001837","Office Supplies","Paper",15.552,"Xerox","Xerox",4
